Iteration,Mean_Best_Value,Std_Best,Mean_Sampled_Value,Std_Sample
0,-0.4,1.4966629547095767,-0.4,1.4966629547095767
1,-1.4,0.9165151389911679,-0.5,1.5329709716755893
2,-1.7,0.7141428428542849,0.5,1.5329709716755893
3,-2.0,0.0,0.1,1.479864858694874
4,-2.0,0.0,-0.4,1.2
5,-2.0,0.0,-0.5,1.2449899597988732
6,-2.0,0.0,-0.7,1.5842979517754858
7,-2.0,0.0,0.4,1.3564659966250538
8,-2.0,0.0,0.5,1.6583123951777
9,-2.0,0.0,0.8,1.32664991614216
10,-2.0,0.0,0.1,1.479864858694874
11,-2.0,0.0,0.2,1.4000000000000001
12,-2.0,0.0,-0.5,1.5329709716755893
13,-2.0,0.0,-1.5,1.0723805294763609
14,-2.0,0.0,-1.8,0.6000000000000001
15,-2.0,0.0,-2.0,0.0
16,-2.0,0.0,-2.0,0.0
17,-2.0,0.0,-2.0,0.0
18,-2.0,0.0,-2.0,0.0
19,-2.0,0.0,-2.0,0.0
20,-2.0,0.0,-2.0,0.0
21,-2.0,0.0,-2.0,0.0
22,-2.0,0.0,-2.0,0.0
23,-2.0,0.0,-2.0,0.0
24,-2.0,0.0,-2.0,0.0
25,-2.0,0.0,-2.0,0.0
26,-2.0,0.0,-2.0,0.0
27,-2.0,0.0,-2.0,0.0
28,-2.0,0.0,-2.0,0.0
29,-2.0,0.0,-2.0,0.0
30,-2.0,0.0,-2.0,0.0
